1708960016	0	1708960046
1708960046	1	1708960060
1708960060	2	1708960075
1708960075	3	1708960090
1708960090	4	1708960105
1708960105	5	1708960120
1708960120	6	1708960135
1708960135	7	1708960150
1708960150	8	1708960165
1708960165	9	1708960257
1708960257	8	1708960317
1708960317	7	1708960320
1708960320	6	1708960347
1708960347	5	1708960407
1708960407	4	1708960424
1708960424	3	1708960437
1708960437	2	1708960497
1708960497	1	1708960529
